min_alignment_ratio,min_momentum_ratio,min_filter_score,min_signal_score,min_zscore,min_price_filter,TP,FP,FN,TN,Precision,Recall,F1,Accuracy,Profit_Score,Expected_Gain_USD,FP_Cost_USD,FN_Cost_USD,Signals_Per_Run,Signal_Rate_Pct
0.8,0.6,2,2,1.5,5.0,39,0,392,9215,1.0,0.0905,0.166,0.9594,-975.64,984.36,0.0,1960.0,0.32,0.4
0.8,0.6,2,2,1.5,10.0,35,0,396,9215,1.0,0.0812,0.1502,0.9589,-1096.6,883.4,0.0,1980.0,0.29,0.36
0.8,0.6,2,2,2.0,2.0,25,0,406,9215,1.0,0.058,0.1096,0.9579,-1399.0,631.0,0.0,2030.0,0.21,0.26
0.8,0.6,2,2,2.0,5.0,24,0,407,9215,1.0,0.0557,0.1055,0.9578,-1429.24,605.76,0.0,2035.0,0.2,0.25
0.8,0.6,2,2,2.0,10.0,23,0,408,9215,1.0,0.0534,0.1013,0.9577,-1459.48,580.52,0.0,2040.0,0.19,0.24
0.8,0.6,2,3,0.0,2.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.6,2,3,0.0,5.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.6,2,3,0.0,10.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.6,2,3,1.0,2.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.6,2,3,1.0,5.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.6,2,3,1.0,10.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.6,2,3,1.5,2.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.6,2,3,1.5,5.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.6,2,3,1.5,10.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.6,2,3,2.0,2.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,2,3,2.0,5.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,2,3,2.0,10.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,1,0.0,2.0,7,56,424,9159,0.1111,0.0162,0.0283,0.9502,-2783.32,176.68,840.0,2120.0,0.52,0.65
0.8,0.6,3,1,0.0,5.0,7,56,424,9159,0.1111,0.0162,0.0283,0.9502,-2783.32,176.68,840.0,2120.0,0.52,0.65
0.8,0.6,3,1,0.0,10.0,5,46,426,9169,0.098,0.0116,0.0207,0.9511,-2693.8,126.2,690.0,2130.0,0.42,0.53
0.8,0.6,3,1,1.0,2.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,1,1.0,5.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,1,1.0,10.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,1,1.5,2.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,1,1.5,5.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,1,1.5,10.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,1,2.0,2.0,1,0,430,9215,1.0,0.0023,0.0046,0.9554,-2124.76,25.24,0.0,2150.0,0.01,0.01
0.8,0.6,3,1,2.0,5.0,1,0,430,9215,1.0,0.0023,0.0046,0.9554,-2124.76,25.24,0.0,2150.0,0.01,0.01
0.8,0.6,3,1,2.0,10.0,1,0,430,9215,1.0,0.0023,0.0046,0.9554,-2124.76,25.24,0.0,2150.0,0.01,0.01
0.8,0.6,3,2,0.0,2.0,7,0,424,9215,1.0,0.0162,0.032,0.956,-1943.32,176.68,0.0,2120.0,0.06,0.07
0.8,0.6,3,2,0.0,5.0,7,0,424,9215,1.0,0.0162,0.032,0.956,-1943.32,176.68,0.0,2120.0,0.06,0.07
0.8,0.6,3,2,0.0,10.0,5,0,426,9215,1.0,0.0116,0.0229,0.9558,-2003.8,126.2,0.0,2130.0,0.04,0.05
0.8,0.6,3,2,1.0,2.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,2,1.0,5.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,2,1.0,10.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,2,1.5,2.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,2,1.5,5.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,2,1.5,10.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,2,2.0,2.0,1,0,430,9215,1.0,0.0023,0.0046,0.9554,-2124.76,25.24,0.0,2150.0,0.01,0.01
0.8,0.6,3,2,2.0,5.0,1,0,430,9215,1.0,0.0023,0.0046,0.9554,-2124.76,25.24,0.0,2150.0,0.01,0.01
0.8,0.6,3,2,2.0,10.0,1,0,430,9215,1.0,0.0023,0.0046,0.9554,-2124.76,25.24,0.0,2150.0,0.01,0.01
0.8,0.6,3,3,0.0,2.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,3,0.0,5.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,3,0.0,10.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,3,1.0,2.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,3,1.0,5.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,3,1.0,10.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,3,1.5,2.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,3,1.5,5.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,3,1.5,10.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.6,3,3,2.0,2.0,1,0,430,9215,1.0,0.0023,0.0046,0.9554,-2124.76,25.24,0.0,2150.0,0.01,0.01
0.8,0.6,3,3,2.0,5.0,1,0,430,9215,1.0,0.0023,0.0046,0.9554,-2124.76,25.24,0.0,2150.0,0.01,0.01
0.8,0.6,3,3,2.0,10.0,1,0,430,9215,1.0,0.0023,0.0046,0.9554,-2124.76,25.24,0.0,2150.0,0.01,0.01
0.8,0.67,0,1,0.0,2.0,225,1041,206,8174,0.1777,0.522,0.2652,0.8707,-10966.0,5679.0,15615.0,1030.0,10.46,13.12
0.8,0.67,0,1,0.0,5.0,223,1024,208,8191,0.1788,0.5174,0.2658,0.8723,-10771.48,5628.52,15360.0,1040.0,10.31,12.93
0.8,0.67,0,1,0.0,10.0,215,994,216,8221,0.1778,0.4988,0.2622,0.8746,-10563.4,5426.6,14910.0,1080.0,9.99,12.53
0.8,0.67,0,1,1.0,2.0,143,67,288,9148,0.681,0.3318,0.4462,0.9632,1164.32,3609.32,1005.0,1440.0,1.74,2.18
0.8,0.67,0,1,1.0,5.0,142,61,289,9154,0.6995,0.3295,0.4479,0.9637,1224.08,3584.08,915.0,1445.0,1.68,2.1
0.8,0.67,0,1,1.0,10.0,136,57,295,9158,0.7047,0.3155,0.4359,0.9635,1102.64,3432.64,855.0,1475.0,1.6,2.0
0.8,0.67,0,1,1.5,2.0,143,67,288,9148,0.681,0.3318,0.4462,0.9632,1164.32,3609.32,1005.0,1440.0,1.74,2.18
0.8,0.67,0,1,1.5,5.0,142,61,289,9154,0.6995,0.3295,0.4479,0.9637,1224.08,3584.08,915.0,1445.0,1.68,2.1
0.8,0.67,0,1,1.5,10.0,136,57,295,9158,0.7047,0.3155,0.4359,0.9635,1102.64,3432.64,855.0,1475.0,1.6,2.0
0.8,0.67,0,1,2.0,2.0,102,53,329,9162,0.6581,0.2367,0.3481,0.9604,134.48,2574.48,795.0,1645.0,1.28,1.61
0.8,0.67,0,1,2.0,5.0,101,48,330,9167,0.6779,0.2343,0.3483,0.9608,179.24,2549.24,720.0,1650.0,1.23,1.54
0.8,0.67,0,1,2.0,10.0,99,45,332,9170,0.6875,0.2297,0.3443,0.9609,163.76,2498.76,675.0,1660.0,1.19,1.49
0.8,0.67,0,2,0.0,2.0,225,18,206,9197,0.9259,0.522,0.6677,0.9768,4379.0,5679.0,270.0,1030.0,2.01,2.52
0.8,0.67,0,2,0.0,5.0,223,15,208,9200,0.937,0.5174,0.6667,0.9769,4363.52,5628.52,225.0,1040.0,1.97,2.47
0.8,0.67,0,2,0.0,10.0,215,14,216,9201,0.9389,0.4988,0.6515,0.9762,4136.6,5426.6,210.0,1080.0,1.89,2.37
0.8,0.67,0,2,1.0,2.0,143,13,288,9202,0.9167,0.3318,0.4872,0.9688,1974.32,3609.32,195.0,1440.0,1.29,1.62
0.8,0.67,0,2,1.0,5.0,142,10,289,9205,0.9342,0.3295,0.4871,0.969,1989.08,3584.08,150.0,1445.0,1.26,1.58
0.8,0.67,0,2,1.0,10.0,136,9,295,9206,0.9379,0.3155,0.4722,0.9685,1822.64,3432.64,135.0,1475.0,1.2,1.5
0.8,0.67,0,2,1.5,2.0,143,13,288,9202,0.9167,0.3318,0.4872,0.9688,1974.32,3609.32,195.0,1440.0,1.29,1.62
0.8,0.67,0,2,1.5,5.0,142,10,289,9205,0.9342,0.3295,0.4871,0.969,1989.08,3584.08,150.0,1445.0,1.26,1.58
0.8,0.67,0,2,1.5,10.0,136,9,295,9206,0.9379,0.3155,0.4722,0.9685,1822.64,3432.64,135.0,1475.0,1.2,1.5
0.8,0.67,0,2,2.0,2.0,102,13,329,9202,0.887,0.2367,0.3736,0.9645,734.48,2574.48,195.0,1645.0,0.95,1.19
0.8,0.67,0,2,2.0,5.0,101,10,330,9205,0.9099,0.2343,0.3727,0.9648,749.24,2549.24,150.0,1650.0,0.92,1.15
0.8,0.67,0,2,2.0,10.0,99,9,332,9206,0.9167,0.2297,0.3673,0.9646,703.76,2498.76,135.0,1660.0,0.89,1.12
0.8,0.67,0,3,0.0,2.0,19,1,412,9214,0.95,0.0441,0.0843,0.9572,-1595.44,479.56,15.0,2060.0,0.17,0.21
0.8,0.67,0,3,0.0,5.0,19,1,412,9214,0.95,0.0441,0.0843,0.9572,-1595.44,479.56,15.0,2060.0,0.17,0.21
0.8,0.67,0,3,0.0,10.0,18,1,413,9214,0.9474,0.0418,0.08,0.9571,-1625.68,454.32,15.0,2065.0,0.16,0.2
0.8,0.67,0,3,1.0,2.0,18,1,413,9214,0.9474,0.0418,0.08,0.9571,-1625.68,454.32,15.0,2065.0,0.16,0.2
0.8,0.67,0,3,1.0,5.0,18,1,413,9214,0.9474,0.0418,0.08,0.9571,-1625.68,454.32,15.0,2065.0,0.16,0.2
0.8,0.67,0,3,1.0,10.0,17,1,414,9214,0.9444,0.0394,0.0757,0.957,-1655.92,429.08,15.0,2070.0,0.15,0.19
0.8,0.67,0,3,1.5,2.0,18,1,413,9214,0.9474,0.0418,0.08,0.9571,-1625.68,454.32,15.0,2065.0,0.16,0.2
0.8,0.67,0,3,1.5,5.0,18,1,413,9214,0.9474,0.0418,0.08,0.9571,-1625.68,454.32,15.0,2065.0,0.16,0.2
0.8,0.67,0,3,1.5,10.0,17,1,414,9214,0.9444,0.0394,0.0757,0.957,-1655.92,429.08,15.0,2070.0,0.15,0.19
0.8,0.67,0,3,2.0,2.0,9,1,422,9214,0.9,0.0209,0.0408,0.9561,-1897.84,227.16,15.0,2110.0,0.08,0.1
0.8,0.67,0,3,2.0,5.0,9,1,422,9214,0.9,0.0209,0.0408,0.9561,-1897.84,227.16,15.0,2110.0,0.08,0.1
0.8,0.67,0,3,2.0,10.0,8,1,423,9214,0.8889,0.0186,0.0364,0.956,-1928.08,201.92,15.0,2115.0,0.07,0.09
0.8,0.67,1,1,0.0,2.0,225,952,206,8263,0.1912,0.522,0.2799,0.88,-9631.0,5679.0,14280.0,1030.0,9.73,12.2
0.8,0.67,1,1,0.0,5.0,223,939,208,8276,0.1919,0.5174,0.28,0.8811,-9496.48,5628.52,14085.0,1040.0,9.6,12.05
0.8,0.67,1,1,0.0,10.0,215,911,216,8304,0.1909,0.4988,0.2762,0.8832,-9318.4,5426.6,13665.0,1080.0,9.31,11.67
0.8,0.67,1,1,1.0,2.0,143,49,288,9166,0.7448,0.3318,0.4591,0.9651,1434.32,3609.32,735.0,1440.0,1.59,1.99
0.8,0.67,1,1,1.0,5.0,142,46,289,9169,0.7553,0.3295,0.4588,0.9653,1449.08,3584.08,690.0,1445.0,1.55,1.95
0.8,0.67,1,1,1.0,10.0,136,44,295,9171,0.7556,0.3155,0.4452,0.9649,1297.64,3432.64,660.0,1475.0,1.49,1.87
0.8,0.67,1,1,1.5,2.0,143,49,288,9166,0.7448,0.3318,0.4591,0.9651,1434.32,3609.32,735.0,1440.0,1.59,1.99
0.8,0.67,1,1,1.5,5.0,142,46,289,9169,0.7553,0.3295,0.4588,0.9653,1449.08,3584.08,690.0,1445.0,1.55,1.95
0.8,0.67,1,1,1.5,10.0,136,44,295,9171,0.7556,0.3155,0.4452,0.9649,1297.64,3432.64,660.0,1475.0,1.49,1.87
0.8,0.67,1,1,2.0,2.0,102,37,329,9178,0.7338,0.2367,0.3579,0.9621,374.48,2574.48,555.0,1645.0,1.15,1.44
0.8,0.67,1,1,2.0,5.0,101,35,330,9180,0.7426,0.2343,0.3563,0.9622,374.24,2549.24,525.0,1650.0,1.12,1.41
0.8,0.67,1,1,2.0,10.0,99,33,332,9182,0.75,0.2297,0.3517,0.9622,343.76,2498.76,495.0,1660.0,1.09,1.37
0.8,0.67,1,2,0.0,2.0,225,0,206,9215,1.0,0.522,0.686,0.9786,4649.0,5679.0,0.0,1030.0,1.86,2.33
0.8,0.67,1,2,0.0,5.0,223,0,208,9215,1.0,0.5174,0.682,0.9784,4588.52,5628.52,0.0,1040.0,1.84,2.31
0.8,0.67,1,2,0.0,10.0,215,0,216,9215,1.0,0.4988,0.6656,0.9776,4346.6,5426.6,0.0,1080.0,1.78,2.23
0.8,0.67,1,2,1.0,2.0,143,0,288,9215,1.0,0.3318,0.4983,0.9701,2169.32,3609.32,0.0,1440.0,1.18,1.48
0.8,0.67,1,2,1.0,5.0,142,0,289,9215,1.0,0.3295,0.4956,0.97,2139.08,3584.08,0.0,1445.0,1.17,1.47
0.8,0.67,1,2,1.0,10.0,136,0,295,9215,1.0,0.3155,0.4797,0.9694,1957.64,3432.64,0.0,1475.0,1.12,1.41
0.8,0.67,1,2,1.5,2.0,143,0,288,9215,1.0,0.3318,0.4983,0.9701,2169.32,3609.32,0.0,1440.0,1.18,1.48
0.8,0.67,1,2,1.5,5.0,142,0,289,9215,1.0,0.3295,0.4956,0.97,2139.08,3584.08,0.0,1445.0,1.17,1.47
0.8,0.67,1,2,1.5,10.0,136,0,295,9215,1.0,0.3155,0.4797,0.9694,1957.64,3432.64,0.0,1475.0,1.12,1.41
0.8,0.67,1,2,2.0,2.0,102,0,329,9215,1.0,0.2367,0.3827,0.9659,929.48,2574.48,0.0,1645.0,0.84,1.06
0.8,0.67,1,2,2.0,5.0,101,0,330,9215,1.0,0.2343,0.3797,0.9658,899.24,2549.24,0.0,1650.0,0.83,1.05
0.8,0.67,1,2,2.0,10.0,99,0,332,9215,1.0,0.2297,0.3736,0.9656,838.76,2498.76,0.0,1660.0,0.82,1.03
0.8,0.67,1,3,0.0,2.0,19,0,412,9215,1.0,0.0441,0.0844,0.9573,-1580.44,479.56,0.0,2060.0,0.16,0.2
0.8,0.67,1,3,0.0,5.0,19,0,412,9215,1.0,0.0441,0.0844,0.9573,-1580.44,479.56,0.0,2060.0,0.16,0.2
0.8,0.67,1,3,0.0,10.0,18,0,413,9215,1.0,0.0418,0.0802,0.9572,-1610.68,454.32,0.0,2065.0,0.15,0.19
0.8,0.67,1,3,1.0,2.0,18,0,413,9215,1.0,0.0418,0.0802,0.9572,-1610.68,454.32,0.0,2065.0,0.15,0.19
0.8,0.67,1,3,1.0,5.0,18,0,413,9215,1.0,0.0418,0.0802,0.9572,-1610.68,454.32,0.0,2065.0,0.15,0.19
0.8,0.67,1,3,1.0,10.0,17,0,414,9215,1.0,0.0394,0.0759,0.9571,-1640.92,429.08,0.0,2070.0,0.14,0.18
0.8,0.67,1,3,1.5,2.0,18,0,413,9215,1.0,0.0418,0.0802,0.9572,-1610.68,454.32,0.0,2065.0,0.15,0.19
0.8,0.67,1,3,1.5,5.0,18,0,413,9215,1.0,0.0418,0.0802,0.9572,-1610.68,454.32,0.0,2065.0,0.15,0.19
0.8,0.67,1,3,1.5,10.0,17,0,414,9215,1.0,0.0394,0.0759,0.9571,-1640.92,429.08,0.0,2070.0,0.14,0.18
0.8,0.67,1,3,2.0,2.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.67,1,3,2.0,5.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.67,1,3,2.0,10.0,8,0,423,9215,1.0,0.0186,0.0364,0.9561,-1913.08,201.92,0.0,2115.0,0.07,0.08
0.8,0.67,2,1,0.0,2.0,71,298,360,8917,0.1924,0.1647,0.1775,0.9318,-4477.96,1792.04,4470.0,1800.0,3.05,3.83
0.8,0.67,2,1,0.0,5.0,70,294,361,8921,0.1923,0.1624,0.1761,0.9321,-4448.2,1766.8,4410.0,1805.0,3.01,3.77
0.8,0.67,2,1,0.0,10.0,64,274,367,8941,0.1893,0.1485,0.1664,0.9335,-4329.64,1615.36,4110.0,1835.0,2.79,3.5
0.8,0.67,2,1,1.0,2.0,40,0,391,9215,1.0,0.0928,0.1699,0.9595,-945.4,1009.6,0.0,1955.0,0.33,0.41
0.8,0.67,2,1,1.0,5.0,39,0,392,9215,1.0,0.0905,0.166,0.9594,-975.64,984.36,0.0,1960.0,0.32,0.4
0.8,0.67,2,1,1.0,10.0,35,0,396,9215,1.0,0.0812,0.1502,0.9589,-1096.6,883.4,0.0,1980.0,0.29,0.36
0.8,0.67,2,1,1.5,2.0,40,0,391,9215,1.0,0.0928,0.1699,0.9595,-945.4,1009.6,0.0,1955.0,0.33,0.41
0.8,0.67,2,1,1.5,5.0,39,0,392,9215,1.0,0.0905,0.166,0.9594,-975.64,984.36,0.0,1960.0,0.32,0.4
0.8,0.67,2,1,1.5,10.0,35,0,396,9215,1.0,0.0812,0.1502,0.9589,-1096.6,883.4,0.0,1980.0,0.29,0.36
0.8,0.67,2,1,2.0,2.0,25,0,406,9215,1.0,0.058,0.1096,0.9579,-1399.0,631.0,0.0,2030.0,0.21,0.26
0.8,0.67,2,1,2.0,5.0,24,0,407,9215,1.0,0.0557,0.1055,0.9578,-1429.24,605.76,0.0,2035.0,0.2,0.25
0.8,0.67,2,1,2.0,10.0,23,0,408,9215,1.0,0.0534,0.1013,0.9577,-1459.48,580.52,0.0,2040.0,0.19,0.24
0.8,0.67,2,2,0.0,2.0,71,0,360,9215,1.0,0.1647,0.2829,0.9627,-7.96,1792.04,0.0,1800.0,0.59,0.74
0.8,0.67,2,2,0.0,5.0,70,0,361,9215,1.0,0.1624,0.2794,0.9626,-38.2,1766.8,0.0,1805.0,0.58,0.73
0.8,0.67,2,2,0.0,10.0,64,0,367,9215,1.0,0.1485,0.2586,0.962,-219.64,1615.36,0.0,1835.0,0.53,0.66
0.8,0.67,2,2,1.0,2.0,40,0,391,9215,1.0,0.0928,0.1699,0.9595,-945.4,1009.6,0.0,1955.0,0.33,0.41
0.8,0.67,2,2,1.0,5.0,39,0,392,9215,1.0,0.0905,0.166,0.9594,-975.64,984.36,0.0,1960.0,0.32,0.4
0.8,0.67,2,2,1.0,10.0,35,0,396,9215,1.0,0.0812,0.1502,0.9589,-1096.6,883.4,0.0,1980.0,0.29,0.36
0.8,0.67,2,2,1.5,2.0,40,0,391,9215,1.0,0.0928,0.1699,0.9595,-945.4,1009.6,0.0,1955.0,0.33,0.41
0.8,0.67,2,2,1.5,5.0,39,0,392,9215,1.0,0.0905,0.166,0.9594,-975.64,984.36,0.0,1960.0,0.32,0.4
0.8,0.67,2,2,1.5,10.0,35,0,396,9215,1.0,0.0812,0.1502,0.9589,-1096.6,883.4,0.0,1980.0,0.29,0.36
0.8,0.67,2,2,2.0,2.0,25,0,406,9215,1.0,0.058,0.1096,0.9579,-1399.0,631.0,0.0,2030.0,0.21,0.26
0.8,0.67,2,2,2.0,5.0,24,0,407,9215,1.0,0.0557,0.1055,0.9578,-1429.24,605.76,0.0,2035.0,0.2,0.25
0.8,0.67,2,2,2.0,10.0,23,0,408,9215,1.0,0.0534,0.1013,0.9577,-1459.48,580.52,0.0,2040.0,0.19,0.24
0.8,0.67,2,3,0.0,2.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.67,2,3,0.0,5.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.67,2,3,0.0,10.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.67,2,3,1.0,2.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.67,2,3,1.0,5.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.67,2,3,1.0,10.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.67,2,3,1.5,2.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.67,2,3,1.5,5.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.67,2,3,1.5,10.0,9,0,422,9215,1.0,0.0209,0.0409,0.9563,-1882.84,227.16,0.0,2110.0,0.07,0.09
0.8,0.67,2,3,2.0,2.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.67,2,3,2.0,5.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.67,2,3,2.0,10.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.67,3,1,0.0,2.0,7,56,424,9159,0.1111,0.0162,0.0283,0.9502,-2783.32,176.68,840.0,2120.0,0.52,0.65
0.8,0.67,3,1,0.0,5.0,7,56,424,9159,0.1111,0.0162,0.0283,0.9502,-2783.32,176.68,840.0,2120.0,0.52,0.65
0.8,0.67,3,1,0.0,10.0,5,46,426,9169,0.098,0.0116,0.0207,0.9511,-2693.8,126.2,690.0,2130.0,0.42,0.53
0.8,0.67,3,1,1.0,2.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.67,3,1,1.0,5.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.67,3,1,1.0,10.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.67,3,1,1.5,2.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.67,3,1,1.5,5.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.67,3,1,1.5,10.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.67,3,1,2.0,2.0,1,0,430,9215,1.0,0.0023,0.0046,0.9554,-2124.76,25.24,0.0,2150.0,0.01,0.01
0.8,0.67,3,1,2.0,5.0,1,0,430,9215,1.0,0.0023,0.0046,0.9554,-2124.76,25.24,0.0,2150.0,0.01,0.01
0.8,0.67,3,1,2.0,10.0,1,0,430,9215,1.0,0.0023,0.0046,0.9554,-2124.76,25.24,0.0,2150.0,0.01,0.01
0.8,0.67,3,2,0.0,2.0,7,0,424,9215,1.0,0.0162,0.032,0.956,-1943.32,176.68,0.0,2120.0,0.06,0.07
0.8,0.67,3,2,0.0,5.0,7,0,424,9215,1.0,0.0162,0.032,0.956,-1943.32,176.68,0.0,2120.0,0.06,0.07
0.8,0.67,3,2,0.0,10.0,5,0,426,9215,1.0,0.0116,0.0229,0.9558,-2003.8,126.2,0.0,2130.0,0.04,0.05
0.8,0.67,3,2,1.0,2.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.67,3,2,1.0,5.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.67,3,2,1.0,10.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.67,3,2,1.5,2.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.67,3,2,1.5,5.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.67,3,2,1.5,10.0,2,0,429,9215,1.0,0.0046,0.0092,0.9555,-2094.52,50.48,0.0,2145.0,0.02,0.02
0.8,0.67,3,2,2.0,2.0,1,0,430,9215,1.0,0.0023,0.0046,0.9554,-2124.76,25.24,0.0,2150.0,0.01,0.01
0.8,0.67,3,2,2.0,5.0,1,0,430,9215,1.0,0.0023,0.0046,0.9554,-2124.76,25.24,0.0,2150.0,0.01,0.01
